CUI,HGNC ID
C1825687,HGNC:29264
C1825689,HGNC:24500
C1825691,HGNC:29301
C1825692,HGNC:25941
C1825693,HGNC:29321
C1825695,HGNC:29327
C1825697,HGNC:29368
C1825701,HGNC:29387
C1825702,HGNC:29389
C1825704,HGNC:28513
C1825705,HGNC:6318
C1825706,HGNC:13340
C1825707,HGNC:26735
C1825708,HGNC:25484
C1825709,HGNC:16345
C1825710,HGNC:16346
C1825711,HGNC:16344
C1825712,HGNC:16343
C1825713,HGNC:25043
C1825715,HGNC:15527
C1825716,HGNC:20716
C1825717,HGNC:20717
C1825718,HGNC:21624
C1825719,HGNC:18830
C1825720,HGNC:26791
C1825721,HGNC:25145
C1825722,HGNC:25573
C1825723,HGNC:28557
C1825724,HGNC:25888
C1825725,HGNC:27506
C1825726,HGNC:25947
C1825727,HGNC:25732
C1825728,HGNC:25623
C1825729,HGNC:19741
C1825730,HGNC:29404
C1825731,HGNC:24770
C1825732,HGNC:21353
C1825733,HGNC:21221
C1825734,HGNC:26634
C1825735,HGNC:21260
C1825736,HGNC:31823
C1825737,HGNC:22228
C1825738,HGNC:26989
C1825739,HGNC:28039
C1825740,HGNC:5176
C1825741,HGNC:6439
C1825743,HGNC:30839
C1825744,HGNC:30840
C1825745,HGNC:30841
C1825746,HGNC:30842
C1825747,HGNC:6448
C1825748,HGNC:6450
C1825749,HGNC:6451
C1825750,HGNC:6452
C1825751,HGNC:6453
C1825752,HGNC:6454
C1825753,HGNC:6455
C1825754,HGNC:6456
C1825755,HGNC:32971
C1825756,HGNC:26707
C1825757,HGNC:6457
C1825758,HGNC:27581
C1825759,HGNC:28927
C1825760,HGNC:28932
C1825761,HGNC:28928
C1825762,HGNC:28929
C1825763,HGNC:24431
C1825764,HGNC:24430
C1825765,HGNC:20411
C1825766,HGNC:28926
C1825767,HGNC:27056
C1825768,HGNC:6458
C1825769,HGNC:6459
C1825770,HGNC:6460
C1825771,HGNC:6461
C1825772,HGNC:6462
C1825773,HGNC:6463
C1825774,HGNC:30198
C1825775,HGNC:30197
C1825776,HGNC:30196
C1825777,HGNC:30195
C1825778,HGNC:32970
C1825779,HGNC:28695
C1825780,HGNC:32968
C1825781,HGNC:6465
C1825782,HGNC:25160
C1825783,HGNC:25595
C1825784,HGNC:20499
C1825785,HGNC:26058
C1825786,HGNC:29531
C1825787,HGNC:24704
C1825788,HGNC:24320
C1825789,HGNC:21438
C1825790,HGNC:28987
C1825791,HGNC:24012
C1825792,HGNC:24912
C1825793,HGNC:12749
C1825794,HGNC:29471
C1825795,HGNC:29532
C1825796,HGNC:16960
C1825797,HGNC:21326
C1825799,HGNC:31824
C1825800,HGNC:23680
C1825801,HGNC:29503
C1825802,HGNC:30776
C1825803,HGNC:15583
C1825804,HGNC:32069
C1825805,HGNC:32071
C1825806,HGNC:27046
C1825807,HGNC:29571
C1825808,HGNC:32046
C1825809,HGNC:30401
C1825810,HGNC:29504
C1825812,HGNC:28838
C1825813,HGNC:16309
C1825814,HGNC:15495
C1825815,HGNC:15496
C1825816,HGNC:15497
C1825817,HGNC:24636
C1825818,HGNC:28142
C1825819,HGNC:32207
C1825820,HGNC:19856
C1825821,HGNC:25397
C1825822,HGNC:15868
C1825823,HGNC:20293
C1825824,HGNC:28235
C1825825,HGNC:30655
C1825826,HGNC:30211
C1825827,HGNC:33128
C1825828,HGNC:18431
C1825829,HGNC:19748
C1825830,HGNC:33159
C1825831,HGNC:24157
C1825832,HGNC:15919
C1825833,HGNC:17152
C1825834,HGNC:18156
C1825835,HGNC:24436
C1825836,HGNC:29567
C1825837,HGNC:24174
C1825838,HGNC:18049
C1825839,HGNC:30931
C1825840,HGNC:10522
C1825841,HGNC:16091
C1825842,HGNC:15814
C1825843,HGNC:143
C1825844,HGNC:24018
C1825845,HGNC:25513
C1825846,HGNC:30186
C1825847,HGNC:29590
C1825848,HGNC:30543
C1825849,HGNC:32925
C1825850,HGNC:10561
C1825852,HGNC:26032
C1825853,HGNC:25718
C1825854,HGNC:918
C1825855,HGNC:20207
C1825856,HGNC:15629
C1825857,HGNC:24139
C1825858,HGNC:4117
C1825859,HGNC:24137
C1825860,HGNC:26315
C1825861,HGNC:29279
C1825862,HGNC:13243
C1825863,HGNC:18268
C1825864,HGNC:23038
C1825865,HGNC:25287
C1825866,HGNC:28014
C1825867,HGNC:6657
C1825868,HGNC:9479
C1825869,HGNC:20598
C1825870,HGNC:26302
C1825871,HGNC:24788
C1825872,HGNC:21152
C1825873,HGNC:21964
C1825874,HGNC:25323
C1825875,HGNC:29317
C1825876,HGNC:19027
C1825877,HGNC:30692
C1825878,HGNC:25075
C1825879,HGNC:16992
C1825880,HGNC:26272
C1825881,HGNC:19138
C1825882,HGNC:28947
C1825883,HGNC:32404
C1825884,HGNC:32427
C1825885,HGNC:27005
C1825886,HGNC:28228
C1825887,HGNC:26004
C1825888,HGNC:16917
C1825889,HGNC:28792
C1825890,HGNC:28562
C1825891,HGNC:28318
C1825892,HGNC:28302
C1825893,HGNC:25047
C1825894,HGNC:29207
C1825895,HGNC:25384
C1825896,HGNC:25965
C1825897,HGNC:30539
C1825899,HGNC:32156
C1825900,HGNC:32324
C1825901,HGNC:25430
C1825902,HGNC:26719
C1825903,HGNC:26968
C1825904,HGNC:28817
C1825905,HGNC:21704
C1825906,HGNC:29396
C1825907,HGNC:29373
C1825908,HGNC:25023
C1825909,HGNC:32443
C1825910,HGNC:25652
C1825911,HGNC:31738
C1825912,HGNC:26407
C1825913,HGNC:24489
C1825914,HGNC:15887
C1825915,HGNC:28212
C1825916,HGNC:29572
C1825917,HGNC:21173
C1825918,HGNC:24880
C1825919,HGNC:28659
C1825920,HGNC:26397
C1825921,HGNC:28751
C1825922,HGNC:25074
C1825923,HGNC:25229
C1825924,HGNC:21365
C1825926,HGNC:28072
C1825927,HGNC:32070
C1825928,HGNC:28571
C1825929,HGNC:26969
C1825930,HGNC:26571
C1825931,HGNC:30301
C1825933,HGNC:25929
C1825934,HGNC:24966
C1825935,HGNC:31909
C1825936,HGNC:28515
C1825937,HGNC:22880
C1825938,HGNC:18957
C1825939,HGNC:29647
C1825940,HGNC:24083
C1825941,HGNC:26452
C1825942,HGNC:13353
C1825943,HGNC:15715
C1825944,HGNC:30681
C1825945,HGNC:25753
C1825946,HGNC:26118
C1825947,HGNC:29536
C1825948,HGNC:32311
C1825949,HGNC:30244
C1825950,HGNC:29622
C1825952,HGNC:4479
C1825953,HGNC:20867
C1825954,HGNC:26183
C1825955,HGNC:25636
C1825956,HGNC:29633
C1825957,HGNC:6986
C1825958,HGNC:19691
C1825959,HGNC:28760
C1825960,HGNC:32687
C1825961,HGNC:3232
C1825962,HGNC:3233
C1825963,HGNC:3234
C1825964,HGNC:29634
C1825965,HGNC:29635
C1825966,HGNC:7002
C1825967,HGNC:17638
C1825968,HGNC:29658
C1825969,HGNC:29659
C1825970,HGNC:29660
C1825971,HGNC:28484
C1825972,HGNC:19280
C1825973,HGNC:25755
C1825974,HGNC:18272
C1825975,HGNC:28343
C1825976,HGNC:24550
C1825977,HGNC:28276
C1825978,HGNC:25856
C1825979,HGNC:24586
C1825980,HGNC:25897
C1825981,HGNC:25157
C1825982,HGNC:25433
C1825983,HGNC:28156
C1825984,HGNC:26177
C1825985,HGNC:28158
C1825986,HGNC:30871
C1825987,HGNC:24008
C1825988,HGNC:25933
C1825989,HGNC:29804
C1825990,HGNC:29672
C1825991,HGNC:29657
C1825992,HGNC:29210
C1825993,HGNC:26678
C1825994,HGNC:24030
C1825995,HGNC:14522
C1825996,HGNC:31548
C1825997,HGNC:32025
C1825998,HGNC:31577
C1825999,HGNC:32024
C1826000,HGNC:32791
C1826001,HGNC:32920
C1826002,HGNC:31533
C1826003,HGNC:32079
C1826004,HGNC:31590
C1826005,HGNC:31549
C1826006,HGNC:32089
C1826007,HGNC:31563
C1826008,HGNC:32087
C1826009,HGNC:32080
C1826010,HGNC:32050
C1826011,HGNC:32051
C1826012,HGNC:32022
C1826013,HGNC:32023
C1826016,HGNC:32066
C1826017,HGNC:32055
C1826018,HGNC:32065
C1826019,HGNC:32792
C1826020,HGNC:32064
C1826021,HGNC:32793
C1826022,HGNC:13784
C1826023,HGNC:32027
C1826024,HGNC:32083
C1826025,HGNC:32026
C1826026,HGNC:26069
C1826027,HGNC:27645
C1826028,HGNC:32794
C1826029,HGNC:28008
C1826030,HGNC:32137
C1826031,HGNC:32053
C1826032,HGNC:32054
C1826034,HGNC:33137
C1826035,HGNC:32344
C1826036,HGNC:32340
C1826037,HGNC:32341
C1826038,HGNC:32067
C1826039,HGNC:32342
C1826040,HGNC:32343
C1826041,HGNC:32533
C1826042,HGNC:32073
C1826043,HGNC:32074
C1826044,HGNC:32075
C1826045,HGNC:32076
C1826046,HGNC:32081
C1826047,HGNC:32082
C1826048,HGNC:32084
C1826049,HGNC:32085
C1826050,HGNC:32086
C1826051,HGNC:32088
C1826052,HGNC:32092
C1826053,HGNC:32133
C1826054,HGNC:32134
C1826055,HGNC:32135
C1826056,HGNC:32136
C1826057,HGNC:32138
C1826058,HGNC:32139
C1826059,HGNC:32140
C1826060,HGNC:32143
C1826061,HGNC:32144
C1826062,HGNC:32145
C1826063,HGNC:32146
C1826064,HGNC:32147
C1826065,HGNC:32077
C1826067,HGNC:32090
C1826068,HGNC:32091
C1826069,HGNC:32141
C1826070,HGNC:32142
C1826074,HGNC:32094
C1826075,HGNC:32097
C1826076,HGNC:32130
C1826077,HGNC:32131
C1826078,HGNC:32117
C1826079,HGNC:32122
C1826080,HGNC:32111
C1826081,HGNC:32115
C1826082,HGNC:32124
C1826083,HGNC:32120
C1826084,HGNC:32123
C1826085,HGNC:32106
C1826086,HGNC:32109
C1826087,HGNC:32121
C1826088,HGNC:32119
C1826089,HGNC:32104
C1826090,HGNC:32128
C1826091,HGNC:32132
C1826092,HGNC:32101
C1826093,HGNC:32098
C1826094,HGNC:32112
C1826095,HGNC:32095
C1826096,HGNC:32099
C1826097,HGNC:32105
C1826098,HGNC:32108
C1826099,HGNC:32114
C1826100,HGNC:32093
C1826101,HGNC:32096
C1826102,HGNC:32116
C1826103,HGNC:32125
C1826104,HGNC:32126
C1826105,HGNC:32113
C1826106,HGNC:32127
C1826107,HGNC:32103
C1826108,HGNC:32110
C1826109,HGNC:32102
C1826110,HGNC:32107
C1826111,HGNC:32118
C1826112,HGNC:32100
C1826113,HGNC:32129
C1826114,HGNC:32795
C1826115,HGNC:32529
C1826116,HGNC:32534
C1826118,HGNC:32531
C1826119,HGNC:32796
C1826120,HGNC:32797
C1826121,HGNC:32798
C1826122,HGNC:32799
C1826123,HGNC:32800
C1826124,HGNC:32801
C1826125,HGNC:32802
C1826126,HGNC:32803
C1826127,HGNC:32804
C1826128,HGNC:32805
C1826129,HGNC:32806
C1826130,HGNC:32807
C1826131,HGNC:32808
C1826132,HGNC:32809
C1826133,HGNC:32810
C1826134,HGNC:32811
C1826135,HGNC:32812
C1826136,HGNC:32813
C1826137,HGNC:32814
C1826138,HGNC:32815
C1826140,HGNC:32817
C1826141,HGNC:32818
C1826142,HGNC:32819
C1826143,HGNC:32820
C1826146,HGNC:32823
C1826147,HGNC:32824
C1826148,HGNC:32825
C1826149,HGNC:32826
C1826150,HGNC:32827
C1826151,HGNC:32828
C1826152,HGNC:32829
C1826153,HGNC:32830
C1826154,HGNC:32831
C1826155,HGNC:32832
C1826156,HGNC:32833
C1826157,HGNC:32834
C1826158,HGNC:32835
C1826159,HGNC:32836
C1826160,HGNC:32837
C1826161,HGNC:32838
C1826162,HGNC:32839
C1826163,HGNC:32840
C1826164,HGNC:32841
C1826165,HGNC:32842
C1826166,HGNC:32843
C1826167,HGNC:32844
C1826168,HGNC:32845
C1826169,HGNC:32846
C1826170,HGNC:32847
C1826171,HGNC:32848
C1826172,HGNC:32849
C1826174,HGNC:32851
C1826175,HGNC:32852
C1826176,HGNC:32853
C1826177,HGNC:32854
C1826178,HGNC:32855
C1826179,HGNC:32856
C1826180,HGNC:32857
C1826181,HGNC:32858
C1826182,HGNC:32859
C1826183,HGNC:32860
C1826184,HGNC:32861
C1826185,HGNC:32862
C1826186,HGNC:32863
C1826187,HGNC:32864
C1826188,HGNC:32865
C1826189,HGNC:32866
C1826190,HGNC:32867
C1826191,HGNC:32868
C1826192,HGNC:32869
C1826193,HGNC:32870
C1826194,HGNC:32871
C1826195,HGNC:32872
C1826196,HGNC:32873
C1826197,HGNC:32874
C1826198,HGNC:32875
C1826199,HGNC:32876
C1826200,HGNC:32877
C1826201,HGNC:32878
C1826202,HGNC:32879
C1826203,HGNC:32880
C1826204,HGNC:32881
C1826205,HGNC:32882
C1826206,HGNC:32883
C1826207,HGNC:32884
C1826208,HGNC:32885
C1826209,HGNC:32886
C1826210,HGNC:32887
C1826211,HGNC:32888
C1826212,HGNC:32889
C1826213,HGNC:32890
C1826214,HGNC:32891
C1826215,HGNC:32892
C1826216,HGNC:32893
C1826217,HGNC:32894
C1826218,HGNC:32895
C1826219,HGNC:32896
C1826220,HGNC:32897
C1826221,HGNC:32898
C1826222,HGNC:32899
C1826224,HGNC:32901
C1826225,HGNC:32902
C1826226,HGNC:32903
C1826227,HGNC:32904
C1826228,HGNC:32905
C1826229,HGNC:32906
C1826230,HGNC:32907
C1826231,HGNC:32908
C1826232,HGNC:32909
C1826233,HGNC:32910
C1826234,HGNC:32911
C1826235,HGNC:32912
C1826236,HGNC:32913
C1826237,HGNC:32914
C1826238,HGNC:32915
C1826239,HGNC:32916
C1826240,HGNC:32917
C1826241,HGNC:32918
C1826242,HGNC:32919
C1826243,HGNC:33135
C1826244,HGNC:33134
C1826245,HGNC:33133
C1826246,HGNC:33141
C1826247,HGNC:33139
C1826248,HGNC:33136
C1826250,HGNC:33138
C1826251,HGNC:33143
C1826253,HGNC:33140
C1826254,HGNC:25207
C1826255,HGNC:17850
C1826256,HGNC:23729
C1826257,HGNC:16997
C1826258,HGNC:17055
C1826259,HGNC:12744
C1826260,HGNC:24525
C1826261,HGNC:14668
C1826262,HGNC:24839
C1826263,HGNC:29636
C1826264,HGNC:29177
C1826265,HGNC:7198
C1826266,HGNC:23573
C1826267,HGNC:23572
C1826268,HGNC:23485
C1826269,HGNC:25852
C1826270,HGNC:30166
C1826271,HGNC:29807
C1826272,HGNC:26189
C1826273,HGNC:26064
C1826275,HGNC:1306
C1826276,HGNC:1180
C1826277,HGNC:26827
C1826278,HGNC:25478
C1826279,HGNC:17962
C1826280,HGNC:17983
C1826281,HGNC:17980
C1826282,HGNC:17617
C1826283,HGNC:26202
C1826284,HGNC:29694
C1826285,HGNC:29728
C1826286,HGNC:29727
C1826287,HGNC:29729
C1826288,HGNC:29734
C1826289,HGNC:29735
C1826290,HGNC:29749
C1826291,HGNC:29750
C1826292,HGNC:29751
C1826293,HGNC:29752
C1826294,HGNC:29753
C1826295,HGNC:29754
C1826296,HGNC:29756
C1826297,HGNC:29771
C1826298,HGNC:29772
C1826299,HGNC:29773
C1826300,HGNC:29774
C1826301,HGNC:29776
C1826303,HGNC:18477
C1826307,HGNC:16674
C1826308,HGNC:14907
C1826309,HGNC:25544
C1826310,HGNC:29678
C1826312,HGNC:24976
C1826313,HGNC:7402
C1826314,HGNC:14296
C1826315,HGNC:29608
C1826316,HGNC:21463
C1826317,HGNC:24258
C1826318,HGNC:28785
C1826319,HGNC:30779
C1826320,HGNC:29535
C1826321,HGNC:29666
C1826322,HGNC:29510
C1826323,HGNC:32159
C1826324,HGNC:25778
C1826325,HGNC:29788
C1826326,HGNC:26190
C1826328,HGNC:7467
C1826329,HGNC:30434
C1826331,HGNC:29823
C1826332,HGNC:12399
C1826336,HGNC:29401
C1826337,HGNC:13108
C1826338,HGNC:16021
C1826340,HGNC:23219
C1826341,HGNC:24688
C1826342,HGNC:29831
C1826343,HGNC:29832
C1826344,HGNC:23104
C1826345,HGNC:32941
C1826346,HGNC:16140
C1826347,HGNC:31706
C1826348,HGNC:30450
C1826349,HGNC:29916
C1826350,HGNC:26274
C1826351,HGNC:30235
C1826352,HGNC:26742
C1826353,HGNC:23133
C1826354,HGNC:29830
C1826355,HGNC:25845
C1826356,HGNC:19844
C1826357,HGNC:29533
C1826358,HGNC:28918
C1826359,HGNC:26088
C1826360,HGNC:31987
C1826361,HGNC:25076
C1826362,HGNC:26550
C1826363,HGNC:24491
C1826364,HGNC:31988
C1826365,HGNC:31989
C1826366,HGNC:31990
C1826367,HGNC:31991
C1826368,HGNC:31992
C1826369,HGNC:31993
C1826371,HGNC:31995
C1826372,HGNC:25232
C1826373,HGNC:28791
C1826375,HGNC:31997
C1826376,HGNC:31998
C1826377,HGNC:31999
C1826378,HGNC:32000
C1826379,HGNC:32001
C1826380,HGNC:24305
C1826381,HGNC:28952
C1826382,HGNC:24304
C1826383,HGNC:21904
C1826384,HGNC:1112
C1826385,HGNC:25071
C1826386,HGNC:32522
C1826387,HGNC:32523
C1826388,HGNC:4862
C1826389,HGNC:29836
C1826390,HGNC:29835
C1826391,HGNC:23987
C1826392,HGNC:28086
C1826393,HGNC:17194
C1826394,HGNC:24539
C1826395,HGNC:25528
C1826396,HGNC:7734
C1826397,HGNC:30384
C1826398,HGNC:29866
C1826399,HGNC:16287
C1826400,HGNC:20271
C1826401,HGNC:18077
C1826402,HGNC:25737
C1826403,HGNC:17256
C1826404,HGNC:24027
C1826405,HGNC:24026
C1826406,HGNC:31853
C1826407,HGNC:19706
C1826408,HGNC:27912
C1826409,HGNC:29957
C1826410,HGNC:21377
C1826411,HGNC:30576
C1826412,HGNC:25163
C1826413,HGNC:26291
C1826414,HGNC:26648
C1826415,HGNC:6722
C1826416,HGNC:22170
C1826417,HGNC:20247
C1826418,HGNC:1027
C1826419,HGNC:32389
C1826420,HGNC:21476
C1826421,HGNC:12703
C1826422,HGNC:17107
C1826423,HGNC:17105
C1826424,HGNC:17106
C1826425,HGNC:22265
C1826426,HGNC:24328
C1826427,HGNC:24975
C1826428,HGNC:31652
C1826429,HGNC:32940
C1826430,HGNC:26328
C1826431,HGNC:19889
C1826432,HGNC:29889
C1826433,HGNC:16412
C1826434,HGNC:29933
C1826435,HGNC:14374
C1826436,HGNC:29887
C1826437,HGNC:29886
C1826438,HGNC:21269
C1826439,HGNC:22944
C1826440,HGNC:29888
C1826441,HGNC:21464
C1826442,HGNC:29890
C1826443,HGNC:24987
C1826444,HGNC:29540
C1826445,HGNC:22448
C1826446,HGNC:24517
C1826447,HGNC:28461
C1826448,HGNC:16390
C1826449,HGNC:5331
C1826450,HGNC:26265
C1826451,HGNC:25862
C1826452,HGNC:24557
C1826453,HGNC:28585
C1826454,HGNC:26075
C1826455,HGNC:16859
C1826456,HGNC:27194
C1826457,HGNC:25854
C1826458,HGNC:25233
C1826459,HGNC:18983
C1826460,HGNC:30099
C1826461,HGNC:4522
C1826462,HGNC:4530
C1826463,HGNC:17425
C1826464,HGNC:18261
C1826465,HGNC:13855
C1826466,HGNC:27405
C1826467,HGNC:17867
C1826468,HGNC:13782
C1826469,HGNC:30509
C1826470,HGNC:29862
C1826471,HGNC:17881
C1826472,HGNC:16229
C1826473,HGNC:26513
C1826474,HGNC:25935
C1826475,HGNC:19146
C1826476,HGNC:16609
C1826477,HGNC:25857
C1826478,HGNC:28300
C1826479,HGNC:21556
C1826480,HGNC:25717
C1826481,HGNC:30826
C1826482,HGNC:27678
C1826483,HGNC:14311
C1826484,HGNC:29558
C1826485,HGNC:17623
C1826486,HGNC:29923
C1826487,HGNC:28523
C1826488,HGNC:17266
C1826489,HGNC:20784
C1826490,HGNC:27189
C1826491,HGNC:26194
C1826492,HGNC:32036
C1826493,HGNC:13870
C1826494,HGNC:28189
C1826495,HGNC:14621
C1826496,HGNC:17634
C1826497,HGNC:20025
C1826498,HGNC:29928
C1826499,HGNC:25960
C1826500,HGNC:8734
C1826501,HGNC:21042
C1826502,HGNC:28752
C1826503,HGNC:26232
C1826504,HGNC:28412
C1826505,HGNC:29092
C1826506,HGNC:26221
C1826507,HGNC:26043
C1826508,HGNC:29225
C1826509,HGNC:25585
C1826510,HGNC:25823
C1826511,HGNC:25625
C1826515,HGNC:26952
C1826516,HGNC:31288
C1826517,HGNC:30093
C1826518,HGNC:1355
C1826519,HGNC:29038
C1826520,HGNC:24949
C1826521,HGNC:25402
C1826522,HGNC:32312
C1826523,HGNC:24281
C1826524,HGNC:20718
C1826525,HGNC:16683
C1826526,HGNC:15804
C1826527,HGNC:25128
C1826528,HGNC:26063
C1826530,HGNC:19063
C1826532,HGNC:31731
C1826533,HGNC:32217
C1826534,HGNC:32218
C1826535,HGNC:32219
C1826536,HGNC:25459
C1826537,HGNC:31805
C1826538,HGNC:17068
C1826539,HGNC:29991
C1826540,HGNC:29645
C1826541,HGNC:23146
C1826542,HGNC:14446
C1826543,HGNC:21919
C1826544,HGNC:30563
C1826545,HGNC:13071
C1826546,HGNC:23301
C1826547,HGNC:30097
C1826548,HGNC:25653
C1826549,HGNC:30483
C1826550,HGNC:15882
C1826551,HGNC:30023
C1826553,HGNC:16068
C1826554,HGNC:20448
C1826555,HGNC:28477
C1826556,HGNC:28194
C1826557,HGNC:31705
C1826558,HGNC:26616
C1826559,HGNC:30012
C1826560,HGNC:29602
C1826561,HGNC:23041
C1826562,HGNC:6107
C1826563,HGNC:18486
C1826564,HGNC:19891
C1826565,HGNC:8630
C1826566,HGNC:30010
C1826567,HGNC:30134
C1826568,HGNC:4926
C1826569,HGNC:18627
C1826570,HGNC:21731
C1826571,HGNC:28763
C1826572,HGNC:28452
C1826573,HGNC:18965
C1826574,HGNC:30029
C1826575,HGNC:32385
C1826576,HGNC:23268
C1826577,HGNC:23267
C1826578,HGNC:23266
C1826579,HGNC:23269
C1826580,HGNC:23264
C1826581,HGNC:28428
C1826582,HGNC:18215
C1826583,HGNC:9394
C1826584,HGNC:26220
C1826585,HGNC:25985
C1826586,HGNC:3046
C1826587,HGNC:28213
C1826588,HGNC:30596
C1826589,HGNC:24791
C1826590,HGNC:27396
C1826591,HGNC:26699
C1826592,HGNC:29185
C1826593,HGNC:29037
C1826594,HGNC:23792
C1826595,HGNC:26879
C1826596,HGNC:29105
C1826597,HGNC:25562
C1826598,HGNC:26105
C1826599,HGNC:25284
C1826600,HGNC:24310
C1826601,HGNC:30026
C1826602,HGNC:9102
C1826604,HGNC:7135
C1826605,HGNC:3776
C1826607,HGNC:25951
C1826608,HGNC:26296
C1826609,HGNC:27981
C1826610,HGNC:25892
C1826611,HGNC:21869
C1826612,HGNC:20880
C1826613,HGNC:30059
C1826614,HGNC:28249
C1826615,HGNC:24618
C1826616,HGNC:24620
C1826617,HGNC:25230
C1826618,HGNC:8768
C1826619,HGNC:21411
C1826620,HGNC:26398
C1826621,HGNC:30801
C1826622,HGNC:31099
C1826623,HGNC:1066
C1826624,HGNC:24154
C1826625,HGNC:17173
C1826626,HGNC:24263
C1826627,HGNC:29488
C1826628,HGNC:32479
C1826629,HGNC:24415
C1826630,HGNC:3581
C1826631,HGNC:28470
C1826632,HGNC:24185
C1826634,HGNC:24515
C1826635,HGNC:26681
C1826636,HGNC:32790
C1826637,HGNC:16268
C1826638,HGNC:24768
C1826639,HGNC:28900
C1826640,HGNC:32928
C1826641,HGNC:26275
C1826642,HGNC:9173
C1826643,HGNC:17631
C1826644,HGNC:19139
C1826645,HGNC:20330
C1826646,HGNC:9226
C1826647,HGNC:28883
C1826649,HGNC:25026
C1826650,HGNC:23682
C1826651,HGNC:28174
C1826653,HGNC:28107
C1826654,HGNC:25686
C1826655,HGNC:9270
C1826656,HGNC:9271
C1826657,HGNC:9272
C1826658,HGNC:9264
C1826659,HGNC:9263
C1826661,HGNC:9266
C1826662,HGNC:9267
C1826663,HGNC:9268
C1826664,HGNC:9269
C1826665,HGNC:16334
C1826666,HGNC:32454
C1826667,HGNC:30178
C1826668,HGNC:30695
C1826669,HGNC:28954
C1826670,HGNC:28503
C1826672,HGNC:30091
C1826673,HGNC:28840
C1826674,HGNC:28841
C1826676,HGNC:31971
C1826677,HGNC:27995
C1826678,HGNC:30583
C1826679,HGNC:28415
C1826680,HGNC:24074
C1826681,HGNC:27996
C1826682,HGNC:27997
C1826683,HGNC:14086
C1826684,HGNC:22125
C1826685,HGNC:13262
C1826686,HGNC:13576
C1826687,HGNC:26764
C1826689,HGNC:29485
C1826690,HGNC:30693
C1826691,HGNC:24908
C1826692,HGNC:25224
C1826694,HGNC:32528
C1826696,HGNC:4464
C1826697,HGNC:5187
C1826698,HGNC:5186
C1826699,HGNC:30163
C1826700,HGNC:10894
C1826701,HGNC:18241
C1826702,HGNC:25557
C1826703,HGNC:5188
C1826704,HGNC:4524
C1826705,HGNC:15836
C1826706,HGNC:15860
C1826707,HGNC:25930
C1826708,HGNC:25512
C1826709,HGNC:16463
C1826710,HGNC:25031
C1826711,HGNC:9942
C1826712,HGNC:31682
C1826713,HGNC:32057
C1826715,HGNC:25619
C1826716,HGNC:29217
C1826717,HGNC:24528
C1826718,HGNC:28458
C1826719,HGNC:22310
C1826720,HGNC:29654
C1826722,HGNC:28164
C1826723,HGNC:13943
C1826724,HGNC:30500
C1826725,HGNC:26591
C1826726,HGNC:26373
C1826727,HGNC:25209
C1826728,HGNC:33131
C1826729,HGNC:17928
C1826730,HGNC:24472
C1826731,HGNC:24717
C1826732,HGNC:9585
C1826733,HGNC:29251
C1826734,HGNC:24776
C1826735,HGNC:24175
C1826736,HGNC:20920
C1826737,HGNC:27039
C1826738,HGNC:24265
C1826739,HGNC:26033
C1826740,HGNC:25276
C1826741,HGNC:32190
C1826742,HGNC:17015
C1826743,HGNC:33235
C1826744,HGNC:33236
C1826745,HGNC:14966
C1826746,HGNC:26359
C1826747,HGNC:31855
C1826748,HGNC:24713
C1826749,HGNC:25326
C1826750,HGNC:26154
C1826751,HGNC:27329
C1826752,HGNC:9757
C1826753,HGNC:29167
C1826754,HGNC:23683
C1826755,HGNC:9763
C1826756,HGNC:17063
C1826757,HGNC:17168
C1826758,HGNC:9788
C1826760,HGNC:33153
C1826761,HGNC:16896
C1826762,HGNC:24689
C1826763,HGNC:29123
C1826764,HGNC:30657
C1826765,HGNC:26353
C1826766,HGNC:9858
C1826767,HGNC:1166
C1826768,HGNC:13232
C1826769,HGNC:30296
C1826770,HGNC:25577
C1826771,HGNC:18286
C1826772,HGNC:17680
C1826773,HGNC:15864
C1826774,HGNC:28842
C1826775,HGNC:32310
C1826776,HGNC:20327
C1826777,HGNC:28965
C1826778,HGNC:25966
C1826779,HGNC:26152
C1826780,HGNC:15818
C1826781,HGNC:15923
C1826782,HGNC:25617
C1826783,HGNC:23284
C1826784,HGNC:29434
C1826785,HGNC:1914
C1826786,HGNC:1913
C1826787,HGNC:30297
C1826788,HGNC:30457
C1826789,HGNC:28310
C1826790,HGNC:19689
C1826791,HGNC:29674
C1826792,HGNC:19950
C1826793,HGNC:25786
C1826794,HGNC:17975
C1826795,HGNC:26176
C1826796,HGNC:25991
C1826797,HGNC:14060
C1826798,HGNC:24616
C1826799,HGNC:24660
C1826800,HGNC:32239
C1826801,HGNC:32240
C1826802,HGNC:32241
C1826803,HGNC:32242
C1826804,HGNC:32243
C1826806,HGNC:12820
C1826807,HGNC:29587
C1826808,HGNC:24821
C1826809,HGNC:30278
C1826810,HGNC:26402
C1826811,HGNC:25777
C1826812,HGNC:32414
C1826813,HGNC:32415
C1826814,HGNC:32416
C1826815,HGNC:32417
C1826816,HGNC:32418
C1826817,HGNC:32419
C1826819,HGNC:9849
C1826820,HGNC:23271
C1826821,HGNC:30304
C1826822,HGNC:23081
C1826823,HGNC:23082
C1826824,HGNC:1308
C1826825,HGNC:20788
C1826827,HGNC:30338
C1826828,HGNC:29550
C1826829,HGNC:25555
C1826830,HGNC:30339
C1826831,HGNC:21876
