HPO,CUI
HP:0000573,C0035317
HP:0030666,C0035320
HP:0011958,C0035321
HP:0012636,C0035328
HP:0032118,C0035333
HP:0000510,C0035334
HP:0000547,C0035334
HP:0009919,C0035335
HP:0500049,C0035344
HP:0005200,C0035357
HP:0003201,C0035410
HP:0009730,C0035411
HP:0002859,C0035412
HP:0012384,C0035455
HP:0030831,C0035508
HP:0100504,C0035528
HP:0002748,C0035579
HP:0012020,C0035615
HP:0001705,C0035619
HP:0031472,C0035651
HP:0001041,C0035854
HP:0031925,C0035863
HP:0010286,C0036093
HP:0100684,C0036095
HP:0100726,C0036220
HP:0010891,C0036310
HP:0100753,C0036341
HP:0011868,C0036396
HP:0011626,C0036400
HP:0100532,C0036416
HP:0002650,C0036439
HP:0000575,C0036454
HP:0001982,C0036489
HP:0001051,C0036508
HP:0001250,C0036572
HP:0000742,C0036601
HP:0100617,C0036631
HP:0011141,C0036646
HP:0001003,C0036651
HP:0100806,C0036690
HP:0045073,C0036749
HP:0010864,C0036857
HP:0025144,C0036973
HP:0031273,C0036974
HP:0030149,C0036980
HP:0003834,C0037005
HP:0030834,C0037011
HP:0100962,C0037020
HP:0031281,C0037023
HP:0002307,C0037036
HP:0003781,C0037036
HP:0011704,C0037052
HP:0012723,C0037188
HP:0000246,C0037199
HP:0010497,C0037205
HP:0001696,C0037221
HP:0003363,C0037221
HP:0000951,C0037268
HP:0000951,C0037274
HP:0008069,C0037286
HP:0200036,C0037287
HP:0010609,C0037293
HP:0200042,C0037299
HP:0100678,C0037301
HP:0010535,C0037315
HP:0002360,C0037317
HP:0030765,C0037320
HP:0025095,C0037383
HP:0025267,C0037384
HP:0031459,C0037579
HP:0025236,C0037672
HP:0003394,C0037763
HP:0002487,C0037763
HP:0031988,C0037763
HP:0011097,C0037769
HP:0002313,C0037771
HP:0001258,C0037772
HP:0002167,C0037822
HP:0100813,C0037856
HP:0030424,C0037859
HP:0010871,C0037921
HP:0002176,C0037926
HP:0002143,C0037928
HP:0002196,C0037928
HP:0010302,C0037930
HP:0002650,C0037932
HP:0012223,C0038000
HP:0001744,C0038002
HP:0002655,C0038015
HP:0003302,C0038016
HP:0003304,C0038018
HP:0012653,C0038218
HP:0002133,C0038220
HP:0002570,C0038238
HP:0000733,C0038271
HP:0000733,C0038273
HP:0100808,C0038355
HP:0006753,C0038356
HP:0002592,C0038358
HP:0010280,C0038362
HP:0011107,C0038363
HP:0032154,C0038363
HP:0000486,C0038379
HP:0032012,C0038379
HP:0100545,C0038449
HP:0010307,C0038450
HP:0001297,C0038454
HP:0025268,C0038506
HP:0002138,C0038525
HP:0011896,C0038534
HP:0008392,C0038605
HP:0031041,C0038833
HP:0030693,C0038874
HP:0000971,C0038986
HP:0000975,C0038990
HP:0025277,C0038994
HP:0001279,C0039070
HP:0001159,C0039075
HP:0012570,C0039101
HP:0100769,C0039103
HP:0003396,C0039144
HP:0001649,C0039231
HP:0011700,C0039234
HP:0011716,C0039235
HP:0006688,C0039236
HP:0011703,C0039239
HP:0004755,C0039240
HP:0001761,C0039273
HP:0001009,C0039446
HP:0025230,C0039503
HP:0009792,C0039538
HP:0010788,C0039590
HP:0001281,C0039621
HP:0001636,C0039685
HP:0100503,C0039841
HP:0001533,C0039870
HP:0025422,C0039977
HP:0001872,C0040015
HP:0001975,C0040015
HP:0001873,C0040034
HP:0001907,C0040038
HP:0004418,C0040046
HP:0100522,C0040100
HP:0010516,C0040115
HP:0010518,C0040124
HP:0011782,C0040127
HP:0000820,C0040128
HP:0100031,C0040136
HP:0025388,C0040137
HP:0100646,C0040147
HP:0012203,C0040261
HP:0000360,C0040264
HP:0100648,C0040411
HP:0000221,C0040412
HP:0012074,C0040416
HP:0011110,C0040425
HP:0006482,C0040427
HP:0000678,C0040433
HP:0011079,C0040456
HP:0011069,C0040457
HP:0011067,C0040457
HP:0000706,C0040458
HP:0001664,C0040479
HP:0000473,C0040485
HP:0002778,C0040580
HP:0100551,C0040582
HP:0012291,C0040582
HP:0002777,C0040583
HP:0002575,C0040588
HP:0001669,C0040761
HP:0001337,C0040822
HP:0012167,C0040953
HP:0005180,C0040961
HP:0001704,C0040962
HP:0010446,C0040963
HP:0100661,C0040997
HP:0000211,C0041105
HP:0031502,C0041182
HP:0001660,C0041206
HP:0032262,C0041327
HP:0001970,C0041349
HP:0001969,C0041349
HP:0003987,C0041601
HP:0007185,C0041657
HP:0004325,C0041667
HP:0010783,C0041834
HP:0012618,C0041915
HP:0100516,C0041955
HP:0006000,C0041956
HP:0000070,C0041960
HP:0010480,C0041970
HP:0100517,C0041971
HP:0000796,C0041972
HP:0008661,C0041974
HP:0500006,C0041976
HP:0100515,C0042023
HP:0000020,C0042024
HP:0010992,C0042025
HP:0000119,C0042063
HP:0007379,C0042065
HP:0010786,C0042076
HP:0001025,C0042109
HP:0000131,C0042133
HP:0010784,C0042138
HP:0000139,C0042140
HP:0100718,C0042143
HP:0000554,C0042164
HP:0012124,C0042166
HP:0012123,C0042167
HP:0011412,C0042225
HP:0004320,C0042253
HP:0030161,C0042256
HP:0100650,C0042258
HP:0030683,C0042267
HP:0012871,C0042341
HP:0002619,C0042345
HP:0002633,C0042384
HP:0012668,C0042420
HP:0000220,C0042454
HP:0005293,C0042485
HP:0004936,C0042487
HP:0001663,C0042510
HP:0004756,C0042514
HP:0002321,C0042571
HP:0000076,C0042580
HP:0001586,C0042582
HP:0006562,C0042721
HP:0020071,C0042749
HP:0003271,C0042782
HP:0000505,C0042798
HP:0004905,C0042842
HP:0100502,C0042847
HP:0100512,C0042870
HP:0100513,C0042875
HP:0001045,C0042900
HP:0007902,C0042909
HP:0001605,C0042928
HP:0032041,C0042929
HP:0002580,C0042961
HP:0002013,C0042963
HP:0030416,C0042995
HP:0030683,C0042998
HP:0004324,C0043094
HP:0030828,C0043144
HP:0031247,C0043168
HP:0001716,C0043202
HP:0000991,C0043325
HP:0001097,C0043349
HP:0000217,C0043352
HP:0002044,C0043515
HP:0001107,C0078917
HP:0100702,C0078981
HP:0002139,C0078982
HP:0007475,C0079153
HP:0007479,C0079154
HP:0100245,C0079218
HP:0005988,C0079352
HP:0001360,C0079541
HP:0007431,C0079583
HP:0012191,C0079731
HP:0012190,C0079772
HP:0012192,C0079773
HP:0001562,C0079924
HP:0007544,C0080024
HP:0007443,C0080024
HP:0003298,C0080174
HP:0002414,C0080178
HP:0010301,C0080178
HP:0002144,C0080218
HP:0000016,C0080274
HP:0000119,C0080276
HP:0030365,C0080301
HP:0004950,C0085096
HP:0011496,C0085109
HP:0004430,C0085110
HP:0008166,C0085131
HP:0100006,C0085136
HP:0100315,C0085200
HP:0009800,C0085207
HP:0011970,C0085220
HP:0100716,C0085271
HP:0030858,C0085281
HP:0001645,C0085298
HP:0001907,C0085307
HP:0012417,C0085383
HP:0002185,C0085400
HP:0032160,C0085436
HP:0032159,C0085438
HP:0012847,C0085543
HP:0001995,C0085569
HP:0001949,C0085570
HP:0001935,C0085576
HP:0001897,C0085577
HP:0002091,C0085581
HP:0100654,C0085582
HP:0001266,C0085583
HP:0001298,C0085584
HP:0025143,C0085593
HP:0500001,C0085595
HP:0001959,C0085602
HP:0001399,C0085605
HP:0000012,C0085606
HP:0001688,C0085610
HP:0001692,C0085611
HP:0004308,C0085612
HP:0011705,C0085614
HP:0011712,C0085615
HP:0025637,C0085616
HP:0012764,C0085619
HP:0002304,C0085623
HP:0000713,C0085631
HP:0000741,C0085632
HP:0000720,C0085633
HP:0000712,C0085633
HP:0001575,C0085633
HP:0030786,C0085635
HP:0000613,C0085636
HP:0010553,C0085637
HP:0002527,C0085639
HP:0012398,C0085649
HP:0025452,C0085652
HP:0001806,C0085661
HP:0002488,C0085669
HP:0011423,C0085679
HP:0003113,C0085680
HP:0002905,C0085681
HP:0002148,C0085682
HP:0009027,C0085684
HP:0010608,C0085690
HP:0005231,C0085695
HP:0012311,C0085702
HP:0011286,C0085758
HP:0001388,C0086437
HP:0001380,C0086437
HP:0004313,C0086438
HP:0002375,C0086439
HP:0001605,C0086523
HP:0000518,C0086543
HP:0001410,C0086565
HP:0002910,C0086565
HP:0025269,C0086769
HP:0000943,C0086795
HP:0007263,C0087012
HP:0040269,C0149508
HP:0000255,C0149512
HP:0012388,C0149514
HP:0011109,C0149516
HP:0006280,C0149521
HP:0001647,C0149630
HP:0000014,C0149632
HP:0002318,C0149645
HP:0001217,C0149651
HP:0012537,C0149696
HP:0010280,C0149704
HP:0001712,C0149721
HP:0002783,C0149725
HP:0002733,C0149727
HP:0100649,C0149744
HP:0000155,C0149745
HP:0100539,C0149754
HP:0005224,C0149770
HP:0100822,C0149771
HP:0010286,C0149772
HP:0031292,C0149777
HP:0002108,C0149781
HP:0030359,C0149782
HP:0100576,C0149793
HP:0040261,C0149825
HP:0500046,C0149842
HP:0011695,C0149854
HP:0002625,C0149871
HP:0006929,C0149877
HP:0011171,C0149886
HP:0006461,C0149887
HP:0030357,C0149925
HP:0002076,C0149931
HP:0010618,C0149951
HP:0001734,C0149955
HP:0002384,C0149958
HP:0003048,C0149977
HP:0012532,C0150055
HP:0000735,C0150080
HP:0011838,C0150988
HP:0001803,C0150993
HP:0031363,C0151190
HP:0100539,C0151205
HP:0100809,C0151206
HP:0003249,C0151281
HP:0032018,C0151295
HP:0006824,C0151311
HP:0000763,C0151313
HP:0025258,C0151315
HP:0031035,C0151317
HP:0002923,C0151379
HP:0000854,C0151468
HP:0011774,C0151468
HP:0003493,C0151480
HP:0011004,C0151489
HP:0004334,C0151514
HP:0005990,C0151516
HP:0001709,C0151517
HP:0001622,C0151526
HP:0003010,C0151529
HP:0003138,C0151539
HP:0002672,C0151544
HP:0005542,C0151563
HP:0002396,C0151564
HP:0008000,C0151572
HP:0020074,C0151579
HP:0002921,C0151583
HP:0025085,C0151594
HP:0012050,C0151603
HP:0031188,C0151604
HP:0040315,C0151610
HP:0002353,C0151611
HP:0010588,C0151628
HP:0025022,C0151631
HP:0003565,C0151632
HP:0006682,C0151636
HP:0000868,C0151639
HP:0012041,C0151640
HP:0030760,C0151650
HP:0001685,C0151654
HP:0010702,C0151669
HP:0040270,C0151671
HP:0011897,C0151683
HP:0001510,C0151686
HP:0003233,C0151691
HP:0002170,C0151699
HP:0040223,C0151701
HP:0040242,C0151702
HP:0003146,C0151718
HP:0000026,C0151721
HP:0002917,C0151723
HP:0031370,C0151739
HP:0002516,C0151740
HP:0031220,C0151742
HP:0012211,C0151746
HP:0000124,C0151747
HP:0002910,C0151766
HP:0012056,C0151779
HP:0002861,C0151779
HP:0001324,C0151786
HP:0002605,C0151798
HP:0001482,C0151811
HP:0002179,C0151818
HP:0002653,C0151825
HP:0200026,C0151827
HP:0001872,C0151854
HP:0012229,C0151857
HP:0010473,C0151861
HP:0001657,C0151878
HP:0012232,C0151879
HP:0001347,C0151889
HP:0007894,C0151891
HP:0003452,C0151900
HP:0031956,C0151904
HP:0031964,C0151905
HP:0000958,C0151908
HP:0012848,C0151924
HP:0000224,C0151934
HP:0100550,C0151937
HP:0003472,C0151940
HP:0004420,C0151942
HP:0005305,C0151945
HP:0004791,C0151970
HP:0012615,C0151990
HP:0100878,C0151994
HP:0001881,C0152009
HP:0030078,C0152013
HP:0011459,C0152018
HP:0002578,C0152020
HP:0001627,C0152021
HP:0001271,C0152025
HP:0025188,C0152026
HP:0001386,C0152031
HP:0000019,C0152032
HP:0004383,C0152101
HP:0002310,C0152115
HP:0000473,C0152116
HP:0031420,C0152131
HP:0001095,C0152132
HP:0030773,C0152134
HP:0031109,C0152158
HP:0011841,C0152173
HP:0000603,C0152191
HP:0031792,C0152194
HP:0007803,C0152200
HP:0025069,C0152203
HP:0001137,C0152205
HP:0031717,C0152207
HP:0025584,C0152208
HP:0031776,C0152209
HP:0025312,C0152216
HP:0025313,C0152217
HP:0031777,C0152219
HP:0500077,C0152220
HP:0031775,C0152221
HP:0009926,C0152227
HP:0004684,C0152236
HP:0001884,C0152237
HP:0003762,C0152240
HP:0012063,C0152244
HP:0011483,C0152252
HP:0011484,C0152253
HP:0031830,C0152255
HP:0010296,C0152415
HP:0011611,C0152419
HP:0000400,C0152421
HP:0007707,C0152422
HP:0008551,C0152423
HP:0001750,C0152424
HP:0030770,C0152426
HP:0010442,C0152427
HP:0030011,C0152436
HP:0000912,C0152438
HP:0030502,C0152439
HP:0003067,C0152441
HP:0008722,C0152443
HP:0100565,C0152444
HP:0430007,C0152454
HP:0200032,C0152457
HP:0000555,C0152458
HP:0001065,C0152459
HP:0005661,C0152491
HP:0032161,C0153259
HP:0010784,C0153567
HP:0010788,C0153594
HP:0100516,C0153619
HP:0011786,C0154141
HP:0011785,C0154143
HP:0011783,C0154148
HP:0007313,C0154671
HP:0002059,C0154671
HP:0012444,C0154671
HP:0002356,C0154676
HP:0006802,C0154681
HP:0011099,C0154694
HP:0002077,C0154723
HP:0012231,C0154822
HP:0007917,C0154828
HP:0007898,C0154832
HP:0032416,C0154834
HP:0007763,C0154835
HP:0008028,C0154850
HP:0007992,C0154856
HP:0025319,C0154916
HP:0011497,C0154916
HP:0007730,C0154920
HP:0000615,C0154936
HP:0030960,C0154936
HP:0007819,C0154971
HP:0000642,C0155016
HP:0000552,C0155017
HP:0008011,C0155100
HP:0012039,C0155116
HP:0007705,C0155118
HP:0000495,C0155119
HP:0007709,C0155120
HP:0000585,C0155120
HP:0001149,C0155127
HP:0031736,C0155188
HP:0031738,C0155189
HP:0031737,C0155191
HP:0025608,C0155196
HP:0030003,C0155197
HP:0030004,C0155199
HP:0001114,C0155210
HP:0007406,C0155211
HP:0010604,C0155218
HP:0030752,C0155241
HP:0025572,C0155244
HP:0001144,C0155285
HP:0000588,C0155299
HP:0000538,C0155300
HP:0020046,C0155336
HP:0007824,C0155338
HP:0031622,C0155339
HP:0030854,C0155359
HP:0030856,C0155360
HP:0010542,C0155379
HP:0004459,C0155411
HP:0000410,C0155552
HP:0004952,C0155675
HP:0004937,C0155676
HP:0011708,C0155700
HP:0011715,C0155707
HP:0012397,C0155733
HP:0031684,C0155734
HP:0025019,C0155760
HP:0030242,C0155773
HP:0100677,C0155796
HP:0010298,C0155964
HP:0030154,C0156215
HP:0000015,C0156273
HP:0000029,C0156312
HP:0030712,C0156372
HP:0008665,C0156394
HP:0000057,C0156394
HP:0000858,C0156404
HP:0001595,C0157733
HP:0410138,C0157743
HP:0031869,C0158100
HP:0009473,C0158113
HP:0002828,C0158118
HP:0008419,C0158266
HP:0004610,C0158288
HP:0012276,C0158328
HP:0002967,C0158465
HP:0025317,C0158466
HP:0030771,C0158473
HP:0008024,C0158551
HP:0040297,C0158599
HP:0011570,C0158618
HP:0010773,C0158634
HP:0000202,C0158646
HP:0012730,C0158663
HP:0006557,C0158683
HP:0008780,C0158713
HP:0000768,C0158731
HP:0001161,C0158733
HP:0001829,C0158734
HP:0010492,C0158736
HP:0010717,C0158738
HP:0002974,C0158761
HP:0100746,C0158763
HP:0100747,C0158768
HP:0008465,C0158776
HP:0000891,C0158779
HP:0032435,C0158947
HP:0001998,C0158986
HP:0032016,C0159054
HP:0030142,C0159060
HP:0030454,C0159104
HP:0003994,C0159941
HP:0004976,C0159970
HP:0001903,C0162119
HP:0001075,C0162154
HP:0002919,C0162275
HP:0009806,C0162283
HP:0100540,C0162285
HP:0000544,C0162292
HP:0005943,C0162297
HP:0001387,C0162298
HP:0001891,C0162316
HP:0005764,C0162323
HP:0007607,C0162359
HP:0007529,C0162361
HP:0004395,C0162429
HP:0002720,C0162538
HP:0006554,C0162557
HP:0004448,C0162557
HP:0100658,C0162627
HP:0003737,C0162670
HP:0000544,C0162674
HP:0000590,C0162674
HP:0001067,C0162678
HP:0001667,C0162770
HP:0011276,C0162819
HP:0000953,C0162834
HP:0001010,C0162835
HP:0040154,C0162836
HP:0005112,C0162871
HP:0012727,C0162872
HP:0032397,C0175683
HP:0031855,C0175707
HP:0001274,C0175754
HP:0002561,C0175755
HP:0001908,C0178416
HP:0012133,C0178416
HP:0012154,C0178417
HP:0010619,C0178421
HP:0000096,C0178664
HP:0012826,C0205081
HP:0012828,C0205082
HP:0012833,C0205092
HP:0025275,C0205093
HP:0030645,C0205099
HP:0030646,C0205100
HP:0012840,C0205107
HP:0012839,C0205108
HP:0025287,C0205131
HP:0011009,C0205178
HP:0012827,C0205189
HP:0011010,C0205191
HP:0020034,C0205219
HP:0030650,C0205234
HP:0012837,C0205246
HP:0031796,C0205267
HP:0031375,C0205269
HP:0030651,C0205292
HP:0003676,C0205329
HP:0031915,C0205360
HP:0011011,C0205365
HP:0025153,C0205374
HP:0001670,C0205700
HP:0003269,C0205711
HP:0001062,C0205748
HP:0009718,C0205768
HP:0200022,C0205770
HP:0032060,C0205788
HP:0031021,C0205874
HP:0030408,C0205898
HP:0010447,C0205929
HP:0006515,C0206061
HP:0006530,C0206062
HP:0030061,C0206093
HP:0003674,C0206132
HP:0001923,C0206160
HP:0012193,C0206180
HP:0025126,C0206186
HP:0012797,C0206619
HP:0000476,C0206620
HP:0002884,C0206624
HP:0012031,C0206631
HP:0012268,C0206634
HP:0011847,C0206638
HP:0030426,C0206640
HP:0012316,C0206643
HP:0006779,C0206655
HP:0006743,C0206656
HP:0012218,C0206657
HP:0100620,C0206660
HP:0000150,C0206661
HP:0030065,C0206663
HP:0008256,C0206667
HP:0012028,C0206669
HP:0006731,C0206682
HP:0030410,C0206684
HP:0006744,C0206686
HP:0030153,C0206698
HP:0032242,C0206708
HP:0030434,C0206711
HP:0030063,C0206715
HP:0030068,C0206717
HP:0006747,C0206718
HP:0009732,C0206728
HP:0100697,C0206729
HP:0010615,C0206731
HP:0005306,C0206733
HP:0010797,C0206734
HP:0100634,C0206754
HP:0007716,C0220633
HP:0100684,C0220636
HP:0005627,C0220664
HP:0007524,C0220695
HP:0100259,C0220697
HP:0004496,C0220723
HP:0003250,C0220763
HP:0008244,C0220766
HP:0001942,C0220981
HP:0001993,C0220982
HP:0200114,C0220983
HP:0010934,C0220988
HP:0010906,C0220992
HP:0003153,C0220993
HP:0001987,C0220994
HP:0008237,C0220998
HP:0008200,C0221002
HP:0001937,C0221021
HP:0040289,C0221023
HP:0009059,C0221032
HP:0012669,C0221046
HP:0032369,C0221106
HP:0032043,C0221150
HP:0002587,C0221151
HP:0011701,C0221158
HP:0002385,C0221166
HP:0001854,C0221168
HP:0100248,C0221169
HP:0003552,C0221170
HP:0000041,C0221182
HP:0030521,C0221184
HP:0010490,C0221199
HP:0410135,C0221207
HP:0000125,C0221209
HP:0002566,C0221210
HP:0010775,C0221214
HP:0011622,C0221215
HP:0000465,C0221217
HP:0025203,C0221226
HP:0025249,C0221228
HP:0030318,C0221237
HP:0031181,C0221243
HP:0031057,C0221245
HP:0001013,C0221252
HP:0010874,C0221253
HP:0001128,C0221259
HP:0008404,C0221260
HP:0001598,C0221261
HP:0002290,C0221262
HP:0000957,C0221263
HP:0025066,C0221265
HP:0025092,C0221270
HP:0004332,C0221277
HP:0011273,C0221278
HP:0004445,C0221280
HP:0004447,C0221281
HP:0031898,C0221285
HP:0003537,C0221333
HP:0001063,C0221347
HP:0006101,C0221352
HP:0000085,C0221353
HP:0002007,C0221354
HP:0001355,C0221355
HP:0000248,C0221356
HP:0001156,C0221357
HP:0000268,C0221358
HP:0008986,C0221360
HP:0011803,C0221363
HP:0000073,C0221365
HP:0001171,C0221373
HP:0000953,C0221436
HP:0003701,C0221629
HP:0001540,C0221766
HP:0030836,C0221785
HP:0008528,C0222050
HP:0002697,C0222706
HP:0002645,C0222716
HP:0008052,C0229197
HP:0012378,C0231218
HP:0031914,C0231241
HP:0001508,C0231246
HP:0031418,C0231254
HP:0045082,C0231255
HP:0002046,C0231274
HP:0002533,C0231471
HP:0011444,C0231521
HP:0003326,C0231528
HP:0032510,C0231529
HP:0010546,C0231530
HP:0010546,C0231531
HP:0030664,C0231616
HP:0031189,C0231666
HP:0003049,C0231678
HP:0009465,C0231679
HP:0031955,C0231685
HP:0002317,C0231686
HP:0002064,C0231687
HP:0002362,C0231688
HP:0030187,C0231690
HP:0012407,C0231698
HP:0002515,C0231712
HP:0030839,C0231749
HP:0032102,C0231765
HP:0001840,C0231791
HP:0002875,C0231807
HP:0002789,C0231835
HP:0030207,C0231852
HP:0030829,C0231856
HP:0031994,C0231873
HP:0001693,C0232180
HP:0005155,C0232216
HP:0031662,C0232235
HP:0031663,C0232236
HP:0031658,C0232237
HP:0031664,C0232257
HP:0031667,C0232258
HP:0031665,C0232259
HP:0031666,C0232261
HP:0031668,C0232262
HP:0031669,C0232264
HP:0031670,C0232266
HP:0032141,C0232286
HP:0031352,C0232292
HP:0011540,C0232301
HP:0031601,C0232308
HP:0031599,C0232310
HP:0001050,C0232370
HP:0002591,C0232461
HP:0004396,C0232462
HP:0011968,C0232466
HP:0100770,C0232474
HP:0100771,C0232475
HP:0025062,C0232480
HP:0002027,C0232487
HP:0011848,C0232488
HP:0410019,C0232493
HP:0006480,C0232513
HP:0011469,C0232608
HP:0030143,C0232694
HP:0030144,C0232695
HP:0012702,C0232726
HP:0001410,C0232744
HP:0012164,C0232766
HP:0005609,C0232769
HP:0003158,C0232831
HP:0032171,C0232849
HP:0025279,C0232901
HP:0000786,C0232939
HP:0000869,C0232940
HP:0400008,C0232943
HP:0010860,C0233283
HP:0010859,C0233286
HP:0030213,C0233469
HP:0000708,C0233514
HP:0000719,C0233522
HP:0002067,C0233565
HP:0001483,C0233593
HP:0410291,C0233610
HP:0032509,C0233623
HP:0031843,C0233633
HP:0030223,C0233651
HP:0000750,C0233715
HP:0008765,C0233762
HP:0002367,C0233763
HP:0011160,C0233766
HP:0002519,C0233773
HP:0002354,C0233794
HP:0012006,C0233803
HP:0000757,C0233824
HP:0002312,C0233844
HP:0012878,C0234047
HP:0007256,C0234132
HP:0002071,C0234133
HP:0010526,C0234144
HP:0001284,C0234146
HP:0001310,C0234162
HP:0002267,C0234166
HP:0030906,C0234174
HP:0030903,C0234175
HP:0031990,C0234180
HP:0003391,C0234182
HP:0031006,C0234221
HP:0025283,C0234234
HP:0010869,C0234355
HP:0002345,C0234376
HP:0002174,C0234378
HP:0002322,C0234379
HP:0004372,C0234428
HP:0030222,C0234502
HP:0010527,C0234505
HP:0010525,C0234509
HP:0010528,C0234512
HP:0002425,C0234517
HP:0001350,C0234518
HP:0002197,C0234533
HP:0032267,C0234616
HP:0000551,C0234629
HP:0007663,C0234632
HP:0000570,C0234649
HP:0031931,C0234650
HP:0025605,C0234664
HP:0500043,C0234665
HP:0007906,C0234708
HP:0000273,C0234853
HP:0001612,C0234860
HP:0200046,C0234861
HP:0012282,C0234918
HP:0003202,C0234958
HP:0020037,C0234966
HP:0001266,C0234967
HP:0002349,C0234974
HP:0002075,C0234979
HP:0001268,C0234985
HP:0007178,C0235025
HP:0002791,C0235063
HP:0005952,C0235063
HP:0010822,C0235068
HP:0200085,C0235081
HP:0001133,C0235095
HP:0031844,C0235146
HP:0000738,C0235153
HP:0031987,C0235198
HP:0000523,C0235259
HP:0025337,C0235267
HP:0002027,C0235309
HP:0000685,C0235357
HP:0410175,C0235430
HP:0001785,C0235439
HP:0006677,C0235475
HP:0004757,C0235480
HP:0001708,C0235527
HP:0040213,C0235546
HP:0025289,C0235592
HP:0001558,C0235659
HP:0001052,C0235752
HP:0040130,C0235760
HP:0011531,C0235812
HP:0000776,C0235833
HP:0000633,C0235857
HP:0010741,C0235886
HP:0002113,C0235896
HP:0008568,C0235927
HP:0025429,C0235939
HP:0000929,C0235942
HP:0002059,C0235946
HP:0006254,C0235971
HP:0001895,C0235983
HP:0000845,C0235986
HP:0040303,C0235988
HP:0001518,C0235991
HP:0002910,C0235996
HP:0040264,C0236000
HP:0011855,C0236024
HP:0004394,C0236048
HP:0030155,C0236078
HP:0004796,C0236124
HP:0003212,C0236175
HP:0025274,C0237020
HP:0010307,C0237304
HP:0002019,C0237326
HP:0100326,C0237653
HP:0040189,C0237849
HP:0025489,C0238026
HP:0005157,C0238044
HP:0031157,C0238045
HP:0005318,C0238051
HP:0100867,C0238093
HP:0032168,C0238106
HP:0005203,C0238115
HP:0030394,C0238122
HP:0031563,C0238127
HP:0031350,C0238152
HP:0100310,C0238154
HP:0100723,C0238198
HP:0000086,C0238207
HP:0004712,C0238210
HP:0032191,C0238218
HP:0031207,C0238246
HP:0007678,C0238300
HP:0004743,C0238304
HP:0025079,C0238334
HP:0007215,C0238357
HP:0005942,C0238378
HP:0010458,C0238394
HP:0000037,C0238395
HP:0004415,C0238397
HP:0012798,C0238399
HP:0001607,C0238441
HP:0100616,C0238451
HP:0011779,C0238461
HP:0002865,C0238462
HP:0002895,C0238463
HP:0030815,C0238467
HP:0100821,C0238502
HP:0010957,C0238506
HP:0031521,C0238517
HP:0025063,C0238532
HP:0010866,C0238577
HP:0009776,C0238591
HP:0003355,C0238621
HP:0500005,C0238637
HP:0011448,C0238651
HP:0030840,C0238656
HP:0002616,C0238669
HP:0031295,C0238705
HP:0012832,C0238767
HP:0001980,C0238801
HP:0005216,C0239043
HP:0000567,C0239054
HP:0000611,C0239054
HP:0030164,C0239064
HP:0003551,C0239067
HP:0000524,C0239105
HP:0001142,C0239119
HP:0031245,C0239134
HP:0002673,C0239137
HP:0002812,C0239138
HP:0025430,C0239154
HP:0000684,C0239174
HP:0002254,C0239181
HP:0000369,C0239234
HP:0030835,C0239266
HP:0025259,C0239272
HP:0005240,C0239296
HP:0010741,C0239340
HP:0012513,C0239377
HP:0009826,C0239399
HP:0040323,C0239454
HP:0000311,C0239479
HP:0001041,C0239488
HP:0012799,C0239516
HP:0001308,C0239548
HP:0032142,C0239571
HP:0011134,C0239574
HP:0030837,C0239589
HP:0009381,C0239594
HP:0025261,C0239596
HP:0025131,C0239598
HP:0030900,C0239653
HP:0000348,C0239676
HP:0008639,C0239761
HP:0032003,C0239778
HP:0031520,C0239783
HP:0002286,C0239801
HP:0002297,C0239803
